authorId,name,paperCnt,lastPub,mostPub,pubPerYearAvg,topic,activity
3974,Jose' F. Morales,1,1999,1999,1,0,0
3975,M. G. C. Eenink,1,2002,2002,1,0,0
3976,F. Toppan,10,2003,2001,2.5,0,2
3977,David Finkelstein,1,2002,2002,1,0,0
3978,I. Vilja,2,2003,2002,1,0,1
3979,Juan Mateu,1,1999,1999,1,0,0
3980,J. Gillard,1,2003,2003,1,0,0
3981,Eugene Shuster,1,1999,1999,1,1,0
3982,K. Torokoff,2,2003,2001,1,0,1
3983,G.Tzamtzis,1,2002,2002,1,0,0
3984,Darius Sadri,1,2003,2003,1,0,0
3985,V.I. Inozemtsev,1,2001,2001,1,0,0
3986,A. G. Abanov,2,2001,1999,1,0,1
3987,Shyamoli Chaudhuri,15,2002,2002,3.75,0,2
3988,F. P. Schuller,1,2002,2002,1,0,0
3989,Hoil Kim,6,2003,1999,1.2,0,2
3990,Jean-Marc Luck,1,2001,2001,1,0,0
3991,Sung-Kil Yang,6,2001,1999,2,0,2
3992,Klaus Sibold,6,2002,2002,3,0,2
3993,J.M. Pons,1,1999,1999,1,0,0
3994,Andrew Neitzke,6,2003,2000,1.5,0,2
3995,Mauro Brigante,1,2002,2002,1,1,0
3996,Michele Arzano,2,2002,2001,1,0,1
3997,Steve Corley,3,2002,2000,1,0,1
3998,M. Mazza,1,2001,2001,1,0,0
3999,M. Chabab,3,2001,2000,1.5,0,1
4000,Adam Schwimmer,1,1999,1999,1,1,0
4001,Marcelo De Francia,2,2001,2000,1,0,1
4002,R.M. Kashaev,1,2000,2000,1,1,0
4003,Sandip P. Trivedi,4,2003,2003,1.3333333333333333,0,1
4004,Wojtek J. Zakrzewski,1,2002,2002,1,0,0
4005,John E. Roberts,2,2003,2000,1,1,1
4006,K. Benakli,3,2001,2001,1.5,1,1
4007,A. Rajaraman,2,2000,1999,1,0,1
4008,Stefan Antusch,1,2001,2001,1,0,0
4009,K. Ghoroku,1,1999,1999,1,0,0
4010,J.Walcher,1,1999,1999,1,0,0
4011,S. Kitakado,3,2003,1999,1,0,1
4012,Anton E. M. van de Ven,1,2002,2002,1,0,0
4013,Igor Filippov,1,2000,2000,1,1,0
4014,E. Schreiber,2,2000,1999,1,0,1
4015,R. Medina,1,2002,2002,1,0,0
4016,Marvin Weinstein,3,2002,2002,1.5,0,1
4017,Sugumi Kanno,4,2003,2002,2,0,1
4018,Calin Ciocarlie,4,2003,2001,1.3333333333333333,0,1
4019,Rajamani Narayanan,1,1999,1999,1,0,0
4020,Denjoe O'Connor,4,2002,2002,1.3333333333333333,0,1
4021,V. Hubeny,1,2000,2000,1,0,0
4022,P.Czerhoniak,1,2000,2000,1,1,0
4023,Joan Sim\'on,5,2002,2002,2.5,0,2
4024,S. Kalyana Rama,8,2003,1999,1.6,0,2
4025,V. S. Varadarajan,2,2001,2000,1,0,1
4026,A.Rathke,1,2002,2002,1,0,0
4027,M.I.Polikarpov,3,2000,2000,3,0,1
4028,T.A. Ioannidou,3,2003,2003,1.5,0,1
4029,Ramzi R. Khuri,8,2002,2002,2,0,2
4030,A.T. Flournoy,1,2002,2002,1,0,0
4031,Christos Charmousis,6,2002,2001,1.5,1,2
4032,I.M. Krichever,2,2002,2001,1,0,1
4033,Adam Falkowski,8,2003,2000,2,1,2
4034,Michael B Green,1,2002,2002,1,0,0
4035,Andrei Cheshel,1,2002,2002,1,0,0
4036,Alfio Bonanno,1,2000,2000,1,0,0
4037,S.G. Naculich,2,1999,1999,2,0,1
4038,Andrew Cohen,2,2001,1999,1,0,1
4039,Sergio M. Iguri,1,2001,2001,1,0,0
4040,M. A. Anacleto,2,2001,2000,1,0,1
4041,Wu Ji-Min,1,1999,1999,1,0,0
4042,Christian Ekstrand,1,2000,2000,1,0,0
4043,Yu. S. Vladimirov,1,2001,2001,1,0,0
4044,Yassen S. Stanev,6,2002,2001,2,0,2
4045,Hyuk-jae Lee,2,1999,1999,2,0,1
4046,Alexander Zaslavsky,1,1999,1999,1,0,0
4047,Jonathan L. Feng,1,2000,2000,1,0,0
4048,Mannque Rho,1,1999,1999,1,0,0
4049,Peter Gilkey,4,2002,2000,2,0,1
4050,R.Tateo,1,1999,1999,1,1,0
4051,Wen-li Yang,2,1999,1999,2,0,1
4052,Hossein Yavartanoo,2,2003,2002,1,0,1
4053,C. Seijas,1,2002,2002,1,0,0
4054,E.K. Loginov,1,2001,2001,1,0,0
4055,H. J. de Vega,2,1999,1999,2,0,1
4056,Jeroen Wijnhout,2,2003,2002,1,0,1
4057,A. Leclair,2,2003,1999,1,0,1
4058,S. Pallua,5,2002,1999,1.6666666666666667,0,2
4059,Christos Epameinonda Kokorelis,1,1999,1999,1,0,0
4060,S.-I. Ei,1,1999,1999,1,0,0
4061,Martin Rocek,7,2002,1999,1.75,0,2
4062,M. Yamamoto,1,1999,1999,1,0,0
4063,M. Ramon Medrano,2,1999,1999,2,0,1
4064,Paul Haney,1,1999,1999,1,0,0
4065,Jose F. Morales,7,2002,2001,2.3333333333333335,0,2
4066,A. Odesskii,1,2001,2001,1,0,0
4067,R. B. Mann,2,2003,2001,1,0,1
4068,H. Meyer,1,2001,2001,1,0,0
4069,Hirotaka Ochiai,2,2001,2001,2,0,1
4070,Uchida Gen,2,2002,2001,1,1,1
4071,NaokiSasakura,1,1999,1999,1,0,0
4072,Sebastian Silva,5,2002,2002,2.5,0,2
4073,D. L. Henty,1,2001,2001,1,1,0
4074,J.K. Erickson,2,2000,1999,1,0,1
4075,L.C. Liu,1,2002,2002,1,1,0
4076,Carlos A.S. Almeida,1,2002,2002,1,0,0
4077,Sayipjamal Dulat,2,2000,2000,2,0,1
4078,C.R. Stephens,1,2000,2000,1,0,0
4079,Masao Jinzenji,3,2002,2000,1,0,1
4080,P. Gilkey,1,2002,2002,1,0,0
4081,P.Maslanka,1,2001,2001,1,0,0
4082,Hajime Aoki,4,2002,1999,2,0,1
4083,E. Verlinde,4,2003,1999,1.3333333333333333,0,1
4084,George Thompson,3,2001,2000,1.5,0,1
4085,HM Chan,2,2000,1999,1,0,1
4086,Ying Jiang,2,1999,1999,2,0,1
4087,A.A. Kirillov,3,2001,1999,1,0,1
4088,Khaled Abdel-Khalek,3,2001,2000,1.5,0,1
4089,A.J.M. Medved,23,2003,2002,4.6,0,2
4090,G. Cristofano,3,2002,2000,1,1,1
4091,Bruno Carneiro da Cunha,4,2003,2001,1.3333333333333333,0,1
4092,Kumar S. Narain,1,2002,2002,1,0,0
4093,Roberto Tateo,11,2002,1999,2.75,0,2
4094,Roman Linares,2,2003,2001,1,0,1
4095,BL Feigin,2,2001,2000,1,0,1
4096,L. Brink,1,2002,2002,1,1,0
4097,T. Fujita,1,1999,1999,1,0,0
4098,Glenn Barnich,8,2003,2000,1.6,0,2
4099,M. M. Sheikh-Jabbari,10,2003,2001,2.5,0,2
4100,N. Nekrasov,4,2001,1999,2,0,1
4101,Leszek Hadasz,3,2003,1999,1,0,1
4102,Arthur Lue,5,2002,2001,1.25,0,2
4103,W. S. l'Yi,2,2002,2000,1,0,1
4104,Sean Underwood,1,2002,2002,1,0,0
4105,T. Tada,2,1999,1999,2,0,1
4106,Naoki Sasakura,8,2002,2000,2.6666666666666665,0,2
4107,Barry M. McCoy,2,2001,2001,2,0,1
4108,Manuel Barros,1,2002,2002,1,0,0
4109,V.N. Pervushin,3,2002,1999,1,1,1
4110,H. Mohseni. Sadjadi,1,2000,2000,1,0,0
4111,D.M. Gitman,9,2002,2000,2.25,0,2
4112,Gunter Scharf,5,2003,2001,1.6666666666666667,1,2
4113,William E. Brown,1,1999,1999,1,0,0
4114,I. Jack,5,2002,2001,1.6666666666666667,0,2
4115,T.Yoshida,1,2003,2003,1,0,0
4116,S. Wickramasekara,6,2002,1999,3,0,2
4117,A. LeClair,4,2000,1999,2,0,1
4118,Stephon Alexander,3,2003,2001,1.5,0,1
4119,M. Oswald,1,2001,2001,1,1,0
4120,A. Alekseev,1,2000,2000,1,0,0
4121,I.Floratos,1,2001,2001,1,0,0
4122,Richard Schaeffer,1,1999,1999,1,1,0
4123,Janos Balog,2,2000,1999,1,0,1
4124,Felix M. Lev,1,2002,2002,1,0,0
4125,B. Dragovich,2,2001,2001,2,0,1
4126,B. Mercier,1,2001,2001,1,0,0
4127,B.J. Schroers,3,2002,2002,3,0,1
4128,Thorsten Leonhardt,3,2002,2002,1.5,0,1
4129,R. Portugues,1,2002,2002,1,0,0
4130,S. Rydh,1,2001,2001,1,0,0
4131,M.Regini,1,1999,1999,1,0,0
4132,L. Canet,2,2003,2002,1,0,1
4133,Y. Frishman,2,2000,1999,1,0,1
4134,J. Dittrich,1,2002,2002,1,0,0
4135,M. Perez-Victoria,5,2003,1999,1.25,0,2
4136,Chuan-Tsung Chan,5,2001,2001,1.6666666666666667,0,2
4137,Carl M. Bender,5,2003,1999,1,0,2
4138,Antti Salmela,1,2002,2002,1,0,0
4139,Paul Mansfield,9,2002,1999,2.25,0,2
4140,G.V. Grigoryan,1,1999,1999,1,0,0
4141,Hikaru Kawai,9,2003,1999,1.8,0,2
4142,O. Schroeder,1,2002,2002,1,0,0
4143,A. Hegedus,2,2003,2001,1,0,1
4144,Lian-You Shan,1,1999,1999,1,1,0
4145,Petr Horava,6,2002,2000,1.5,0,2
4146,Alvaro de Souza Dutra,5,2002,2000,1.6666666666666667,0,2
4147,Robert J. Finkelstein,1,2002,2002,1,0,0
4148,Joan Sola,1,2000,2000,1,0,0
4149,Silvia Vaul\'a,1,2000,2000,1,0,0
4150,M. Hotta,1,2002,2002,1,0,0
4151,A. Pelster,2,2000,1999,1,0,1
4152,James T. Wheeler,3,2000,2000,3,0,1
4153,Y. Artstein,1,2000,2000,1,0,0
4154,Giorgio Immirzi,2,2002,2002,2,0,1
4155,Iain W. Stewart,1,1999,1999,1,0,0
4156,A.V. Smilga,10,2003,2002,2,0,2
4157,Carlo Becchi,1,1999,1999,1,0,0
4158,E. Elizalde,11,2003,2001,2.2,0,2
4159,C. Wetterich,3,2000,2000,3,0,1
4160,O.A. Battistel,5,2002,2002,1.6666666666666667,0,2
4161,Peter van Niewenhuizen,1,1999,1999,1,0,0
4162,A.R. da Silva,1,1999,1999,1,0,0
4163,Yuji Tachikawa,2,2002,2002,2,0,1
4164,Y. Chen,1,1999,1999,1,0,0
4165,M.J. Perry,1,1999,1999,1,1,0
4166,Glenn Starkman,1,2001,2001,1,0,0
4167,A. V. Odesskii,1,2001,2001,1,0,0
4168,Seif Randjbar-Daemi,5,2003,2000,1.6666666666666667,1,2
4169,K. Farakos,1,2000,2000,1,1,0
4170,Dmitrij V. Soroka,1,2002,2002,1,0,0
4171,Kang-Jie Shi,3,2002,2000,1,0,1
4172,Timothy Hollowood,1,2000,2000,1,0,0
4173,Niels Emil Jannik Bjerrum-Bohr,1,2002,2002,1,1,0
4174,K. S. Viswanathan,8,2001,2001,2.6666666666666665,0,2
4175,C\'esar G\'omez,2,1999,1999,2,0,1
4176,A. S. Koshelev,3,2000,2000,1.5,0,1
4177,A.A. Bichl,3,2002,2001,1.5,1,1
4178,S.Oda,1,1999,1999,1,0,0
4179,Sudarshan Fernando,2,2002,2001,1,0,1
4180,Netanel H. Lindner,1,2003,2003,1,0,0
4181,George Jaroszkiewicz,1,2001,2001,1,0,0
4182,V. Suneeta,2,2002,2002,2,0,1
4183,P K Townsend,1,1999,1999,1,0,0
4184,A.D. Jackson,1,2001,2001,1,1,0
4185,J.N. Acosta,1,1999,1999,1,0,0
4186,Hubert Saleur,3,2003,2001,1.5,1,1
4187,SilviaVaul\`a,1,2002,2002,1,0,0
4188,O.F. Dorofeyev,1,1999,1999,1,0,0
4189,Martijn Wijnholt,4,2003,1999,1,0,1
4190,Yoshiaki Koma,2,2002,2001,1,0,1
4191,Volodymyr Krasnoholovets,1,2002,2002,1,1,0
4192,Annamaria Panza,1,2000,2000,1,0,0
4193,Asim Gangopadhyaya,2,2002,2001,1,0,1
4194,R.Martinez-Acosta,1,1999,1999,1,0,0
4195,J.-M. Chung,5,2001,1999,2.5,0,2
4196,Oscar Loaiza-Brito,5,2003,2000,1.25,0,2
4197,R. de Mello Koch,1,2000,2000,1,0,0
4198,V. Zhukovskii,1,2001,2001,1,1,0
4199,Carl E. Carlson,1,2002,2002,1,0,0
4200,V. Fridkin,1,1999,1999,1,1,0
4201,L.M. Slad,3,2002,2000,1,0,1
4202,A. Morozov,4,2003,2002,2,0,1
4203,Gary T. Horowitz,19,2003,1999,3.8,0,2
4204,G. Smet,1,2001,2001,1,0,0
4205,F. C. Carvalho,1,2000,2000,1,0,0
4206,K. R\'ebora,2,2001,2001,2,0,1
4207,W. Lerche,10,2002,1999,2.5,0,2
4208,H. Quevedo,2,2003,2001,1,0,1
4209,J. D. Vergara,1,2001,2001,1,0,0
4210,Gautam Sengupta,2,2002,2001,1,1,1
4211,Dani\`ele Steer,1,2002,2002,1,0,0
4212,Marco Rossi,2,2001,2001,2,0,1
4213,P. Marios Petropoulos,2,1999,1999,2,0,1
4214,Vijay Balasubramanian,18,2003,2002,3.6,0,2
4215,J.F. Gomes,10,2002,2000,3.3333333333333335,0,2
4216,D. I. Meiron,1,2000,2000,1,0,0
4217,Yan Soibelman,1,2002,2002,1,0,0
4218,H. Joos,1,2000,2000,1,0,0
4219,Bernard L. Julia,2,2002,2001,1,0,1
4220,Ashok Das,39,2002,2001,9.75,0,2
4221,H. I. Arcos,1,2002,2002,1,0,0
4222,C. Alexandrou,1,2000,2000,1,1,0
4223,Marcus Berg,4,2002,2002,2,0,1
4224,H. Nicolai,11,2002,2001,2.75,0,2
4225,L. Marinatto,1,2000,2000,1,0,0
4226,IraWasserman,2,2001,2000,1,1,1
4227,Q-Han Park,2,1999,1999,2,0,1
4228,Alexander Rutenburg,1,2003,2003,1,0,0
4229,Konstantin G. Boreskov,1,2001,2001,1,0,0
4230,David Mateos,10,2003,2002,2,0,2
4231,GianCarlo De Pol,1,2000,2000,1,0,0
4232,Johanna Erdmenger,6,2002,2002,1.5,0,2
4233,O.K. Pashaev,1,2003,2003,1,0,0
4234,A. Zelnikov,8,2003,2000,1.6,0,2
4235,E. J. Copeland,3,2001,1999,1,0,1
4236,Yi-Shi Duan,3,2003,1999,1,0,1
4237,Martin Lavelle,6,2001,2000,2,0,2
4238,P. Wiegmann,1,2001,2001,1,0,0
4239,S. V. Sushkov,1,2002,2002,1,0,0
4240,N. Scheu,1,1999,1999,1,0,0
4241,A. Smida,1,2001,2001,1,0,0
4242,D. Steinbacher,1,2002,2002,1,0,0
4243,C.M. Hull,10,2002,2000,2.5,0,2
4244,H. Dimov,1,2003,2003,1,0,0
4245,Jussi Kalkkinen,8,2002,1999,2,0,2
4246,David J. Toms,4,2002,2002,1.3333333333333333,0,1
4247,V. V. Khruschev,1,2002,2002,1,0,0
4248,C.N. Pope,54,2003,2000,10.8,0,2
4249,C. Armendariz-Picon,3,2003,2003,1.5,0,1
4250,J. F. M. Mendes,1,2001,2001,1,1,0
4251,R. Portugal,1,1999,1999,1,0,0
4252,Paul J. Steinhardt andNeil Turok,2,2001,2001,2,0,1
4253,M.Sakamoto,2,2000,2000,2,0,1
4254,S.A. Pol'shin,1,1999,1999,1,0,0
4255,Alon Marcus,3,2002,2002,1.5,0,1
4256,Pierre Binetruy,3,2002,1999,1.5,1,1
4257,Marcel Reginatto,1,2002,2002,1,0,0
4258,N. Haba,1,2003,2003,1,0,0
4259,S.V. Kuzmin,1,2002,2002,1,0,0
4260,Antonio F. Ranada,2,2001,1999,1,0,1
4261,Egor Babaev,2,1999,1999,2,0,1
4262,E.I. Guendelman,5,2002,2000,1.6666666666666667,0,2
4263,Ki Hyuk Yee,1,2002,2002,1,0,0
4264,I.Y. Park,8,2003,2000,2,0,2
4265,Mark G. Jackson,4,2002,2002,2,0,1
4266,T.Suyama,2,2002,2001,1,0,1
4267,Andy Wilkins,1,1999,1999,1,0,0
4268,M.R.Setare,1,2000,2000,1,0,0
4269,Antonio Capolupo,1,2002,2002,1,1,0
4270,Sophie Pelland,2,2002,1999,1,0,1
4271,G. Valent,3,2003,2000,1,0,1
4272,He Bing,1,1999,1999,1,0,0
4273,Gerard Clement,4,2002,2002,1.3333333333333333,0,1
4274,S.D. Odintsov,9,2002,1999,2.25,1,2
4275,I. Nakamura,1,2002,2002,1,0,0
4276,Herman Verlinde,10,2003,2002,2,0,2
4277,J.A.Lopez,1,2000,2000,1,0,0
4278,Jongwon Park,8,2003,2002,2.6666666666666665,0,2
4279,J.S.Rozowsky,1,2000,2000,1,1,0
4280,Sven F. Kerstan,1,2002,2002,1,0,0
4281,Norisuke Sakai,18,2003,2002,3.6,0,2
4282,Eric Sharpe,4,2002,2001,2,0,1
4283,Leonard Susskind,19,2003,2000,3.8,0,2
4284,Ricardo Troncoso,10,2003,2002,2.5,0,2
4285,Ari Pakman,3,2003,2003,3,0,1
4286,Narendra Sahu,1,2002,2002,1,0,0
4287,R. Menezes,3,2002,2002,3,0,1
4288,Keith A. Olive,2,2001,2000,1,0,1
4289,Christian Blohmann,1,2001,2001,1,0,0
4290,M. Carfora,2,2002,2001,1,0,1
4291,Paolo Creminelli,4,2003,2001,2,0,1
4292,James Bardeen,1,1999,1999,1,0,0
4293,G. R\opke,2,2002,2001,1,0,1
4294,Andrei Mikhailov,7,2002,2002,2.3333333333333335,0,2
4295,Evghenii Gaburov,1,2001,2001,1,1,0
4296,Arkadas Ozakin,1,2003,2003,1,0,0
4297,A.B. Pestov,1,1999,1999,1,0,0
4298,N. Quiroz,1,2001,2001,1,1,0
4299,H. Ujino,1,1999,1999,1,0,0
4300,Neal Weiner,2,2002,2002,2,0,1
4301,N. Tell,1,1999,1999,1,0,0
4302,Kin-ya Oda,1,2002,2002,1,0,0
4303,H. Kr\oger,1,1999,1999,1,0,0
4304,Enrique Alvarez,13,2003,1999,2.6,0,2
4305,Jose Luis Boldo,1,2003,2003,1,0,0
4306,R. Delbourgo,2,2002,2001,1,0,1
4307,H.Zerrouki,1,1999,1999,1,0,0
4308,Pascal Bain,1,2002,2002,1,0,0
4309,A. J. Mountain,3,2000,1999,1.5,0,1
4310,M. Tahiri,1,2002,2002,1,0,0
4311,Shinji Abe,1,1999,1999,1,0,0
4312,Ting-liang Zhuang,1,2002,2002,1,0,0
4313,S.L.Cacciatori,1,2002,2002,1,0,0
4314,Jeffrey A.Harvey,1,2001,2001,1,0,0
4315,Andrei Barvinsky,4,2002,2002,2,0,1
4316,Takesi Saito,4,2002,2001,1.3333333333333333,0,1
4317,Maulik K. Parikh,8,2002,1999,2.6666666666666665,0,2
4318,T. Okuda,1,2002,2002,1,0,0
4319,J. Grimstrup,2,2000,2000,2,0,1
4320,K. Rao,1,2000,2000,1,0,0
4321,Haitang Yang,1,2002,2002,1,0,0
4322,J. L. Boldo,5,2003,1999,1.6666666666666667,0,2
4323,J. Barcelos-Neto,13,2002,2001,3.25,0,2
4324,Heinz Dehnen,2,2000,1999,1,0,1
4325,J. Balog,10,2003,1999,2.5,0,2
4326,Chang-Yeong Lee,7,2003,1999,1.4,0,2
4327,N.R. Khusnutdinov,1,2001,2001,1,0,0
4328,A. A. Bytsenko,4,2003,1999,1,0,1
4329,Alberto Santambrogio,6,2002,2000,1.5,0,2
4330,Oleg V. Kechkin,4,2002,2001,2,0,1
4331,A.-C. Davis,1,2002,2002,1,1,0
4332,Sandor Benczik,2,2002,2002,2,0,1
4333,J.Nishimura,4,2001,2000,2,0,1
4334,A.E.Shabad,1,2002,2002,1,1,0
4335,Noboru Kawamoto,4,2000,1999,2,0,1
4336,M. Semenov-Tian-Shansky,1,2001,2001,1,0,0
4337,N. Toumbas,4,2000,2000,4,0,1
4338,T.N. Tomaras,2,2002,2002,2,0,1
4339,W. Oliveira,6,2002,2001,2,0,2
4340,Itsaso Olasagasti,2,2001,2000,1,0,1
4341,R. Coquereaux,2,2003,2002,1,0,1
4342,Ioannis Papadimitriou,3,2003,2003,1.5,0,1
4343,M.T.D. Orlando,2,2003,2002,1,0,1
4344,Hiroyuki Fuji,5,2002,2002,1.6666666666666667,0,2
4345,Wiliam G. Pereira,1,2003,2003,1,0,0
4346,D. Mouhanna,2,2003,2002,1,0,1
4347,H. Samtleben,8,2002,2001,2,0,2
4348,Bruce A. Bassett,1,2003,2003,1,0,0
4349,P. Fre`,4,2000,1999,2,0,1
4350,V. Ya. Fainberg,2,2000,1999,1,0,1
4351,Henri Verschelde,3,2002,2002,1.5,0,1
4352,N. M. Muller,1,2002,2002,1,1,0
4353,S.E.Parkhomenko,2,2003,2001,1,0,1
4354,J. A. Gracey,1,2003,2003,1,0,0
4355,N. Emmenegger,1,2001,2001,1,0,0
4356,Adel Bilal,10,2003,1999,2,0,2
4357,H. C. Reis,1,2001,2001,1,1,0
4358,Wenceslao Santiago-Germ\'{a}n,1,2003,2003,1,1,0
4359,Aharon Casher,1,2003,2003,1,0,0
4360,Yogesh K. Srivastava,1,2002,2002,1,0,0
4361,A.Refolli,1,2002,2002,1,0,0
4362,A.P. Polychronakos,6,2002,2001,1.5,0,2
4363,Naofumi Kitsunezaki,3,2002,2000,1,0,1
4364,Mayburov S.,1,2000,2000,1,1,0
4365,K. Selivanov,3,2000,1999,1.5,1,1
4366,M. Hssaini,2,2000,2000,2,0,1
4367,A. W. Schreiber,3,2001,2000,1.5,0,1
4368,K. Krasnov,2,1999,1999,2,0,1
4369,Nicolas Moeller,10,2003,2000,2.5,0,2
4370,A D'Adda,1,1999,1999,1,0,0
4371,Eizou Umezawa,2,2002,1999,1,0,1
4372,D. Karczewska,1,2000,2000,1,0,0
4373,D.Z. Freedman,5,2000,1999,2.5,0,2
4374,R.F. Sobreiro,1,2003,2003,1,0,0
4375,David B. Fairlie,3,2001,2000,1.5,0,1
4376,Jen-Hsu Chang,1,2001,2001,1,0,0
4377,Sen Hu,2,2003,2002,1,0,1
4378,R. Haeussling,1,2001,2001,1,1,0
4379,Joseph Lykken,2,2000,1999,1,0,1
4380,M. J. Slupinski,3,2002,1999,1,1,1
4381,S. Doplicher,1,2002,2002,1,0,0
4382,Tom Graber,1,2001,2001,1,0,0
4383,A.M. Semikhatov,2,2002,2000,1,0,1
4384,G. Bruce Mainland,1,2000,2000,1,0,0
4385,S. Dilcher,1,2000,2000,1,0,0
4386,J. K\appeli,3,2000,2000,3,0,1
4387,D.B. Fairlie,3,2001,1999,1,0,1
4388,B. Chen,4,2000,1999,2,0,1
4389,Debabrata Basu,2,2001,1999,1,0,1
4390,F. Saueressig,2,2002,2001,1,1,1
4391,Monika Marquart,2,2002,2000,1,0,1
4392,Michael L. Graesser,1,2000,2000,1,1,0
4393,D. Toublan,5,2002,2000,1.6666666666666667,1,2
4394,J.R. Nascimento,2,2003,2002,1,0,1
4395,H.A. Chamblin,1,1999,1999,1,1,0
4396,Kenji Suzuki,2,2002,2000,1,0,1
4397,A. Kapella-Ekonomouand X.N. Maintas,1,2000,2000,1,1,0
4398,J.Casahorran,1,2001,2001,1,0,0
4399,Y. Guler,1,2002,2002,1,0,0
4400,P. A. Marchetti,1,2000,2000,1,0,0
4401,D. Kamani,2,1999,1999,2,1,1
4402,M.B. Paranjape,2,2000,1999,1,0,1
4403,A. M. Uranga,8,2000,1999,4,0,2
4404,C. Lozano,4,2000,2000,2,0,1
4405,Ivo Sachs,8,2002,2001,2,0,2
4406,A. Kling,1,2002,2002,1,0,0
4407,J. A. Helay\el-Neto,1,2002,2002,1,0,0
4408,John Conley,1,2002,2002,1,1,0
4409,E. Vicari,2,2000,2000,2,0,1
4410,Robert Boehm,1,1999,1999,1,0,0
4411,Christian Brouder,6,2002,2002,2,1,2
4412,Iver Brevik,7,2002,2002,1.75,0,2
4413,Igor Nikitin,4,2003,1999,1.3333333333333333,0,1
4414,Grzegorz Duniec,1,2002,2002,1,0,0
4415,M.L. Roberts,1,2001,2001,1,0,0
4416,W. G. Qiu,1,2002,2002,1,0,0
4417,Robert Duivenvoorden,1,2003,2003,1,0,0
4418,S. Van Gils,1,1999,1999,1,0,0
4419,Izabela Prochnicka,1,2002,2002,1,0,0
4420,Seung-Kook Kim,1,2003,2003,1,0,0
4421,Alexander Burinskii,8,2002,2002,2,0,2
4422,Ricardo Bentin,3,2002,2002,3,0,1
4423,A. Chervov,1,2003,2003,1,0,0
4424,Chryssomalis Chryssomalakos,1,2001,2001,1,1,0
4425,M. Fukuma,1,2000,2000,1,0,0
4426,Bo-yuan Hou,1,2001,2001,1,0,0
4427,J.Julve,1,2001,2001,1,0,0
4428,Manuel F. Ra\~nada,1,2002,2002,1,0,0
4429,Dominik J. Schwarz,3,2002,2002,1.5,0,1
4430,Christian Schubert,7,2003,2002,1.75,0,2
4431,L. Anguelova,5,2003,2002,2.5,0,2
4432,Tathagata Dasgupta,1,2000,2000,1,0,0
4433,K.A. Meissner,2,2002,2002,2,1,1
4434,Yuri Aisaka,1,2002,2002,1,0,0
4435,Paul Fendley,7,2002,2002,2.3333333333333335,0,2
4436,H.S. Reall,7,2000,1999,3.5,0,2
4437,A.R. Fazio,3,2002,2001,1.5,0,1
4438,W. F. Kao,2,2002,1999,1,0,1
4439,R-G. Cai,1,2000,2000,1,0,0
4440,HeinrichSaller,1,2000,2000,1,1,0
4441,Rodrigo Olea,2,2002,1999,1,0,1
4442,L. Pilo,2,2000,1999,1,0,1
4443,F. Abild-Pedersen,1,2001,2001,1,0,0
4444,J.S. Rno,1,1999,1999,1,0,0
4445,Myron Bander,1,2001,2001,1,0,0
4446,A.Yung,1,2002,2002,1,0,0
4447,A.R.Lugo,1,1999,1999,1,0,0
4448,Martin Schaden,3,2001,1999,1,0,1
4449,Yasuhiro Abe,1,2002,2002,1,0,0
4450,Erhard Seiler,2,2001,2000,1,0,1
4451,L.Mangiarotti,5,2000,1999,2.5,0,2
4452,E.Vicari,1,2000,2000,1,0,0
4453,H. Garcia-Compean,10,2003,2000,2,0,2
4454,Lu,1,1999,1999,1,0,0
4455,I. Pappa,3,2001,2001,1.5,1,1
4456,E. Toprak,2,2002,2002,2,0,1
4457,Tomas Dolezel,2,2000,2000,2,0,1
4458,Gabriel Lopes Cardoso,7,2002,1999,2.3333333333333335,0,2
4459,John Dixon,1,2003,2003,1,1,0
4460,Joseph A. Minahan,10,2002,2000,2.5,0,2
4461,Branislav Jurco,9,2002,2000,3,0,2
4462,Pablo Mora,2,2000,2000,2,0,1
4463,David Eichler,1,2000,2000,1,1,0
4464,Piljin Yi,16,2003,1999,3.2,0,2
4465,C. Skordis,1,2001,2001,1,0,0
4466,E. Kanzieper,1,2000,2000,1,1,0
4467,L. Martina,3,2003,2003,1.5,0,1
4468,DiederikRoest,1,2003,2003,1,0,0
4469,Sayaka Sekiya,1,1999,1999,1,0,0
4470,Ewald Roessl,2,2002,2000,1,0,1
4471,Masaki Shigemori,4,2003,2003,1.3333333333333333,0,1
4472,J. Alfaro,3,2003,2002,1.5,0,1
4473,Ranjan Kumar Ghosh,2,2002,2002,2,0,1
4474,M. Serone,6,2002,2002,2,0,2
4475,WalterGreiner,1,2000,2000,1,1,0
4476,J. Ananias Neto,2,2001,2001,2,0,1
4477,M.Quiros,1,2001,2001,1,1,0
4478,Andrey Yu. Dubin,4,2002,2001,1.3333333333333333,0,1
4479,Bernardo Uribe,1,2002,2002,1,0,0
4480,G. W. Semenoff,8,2002,1999,2,0,2
4481,Rainer Heise,3,2002,2002,3,0,1
4482,T. Oota,1,2002,2002,1,0,0
4483,F. Ghaboussi,1,1999,1999,1,0,0
4484,M. Faber,12,2002,2002,3,0,2
4485,Miloslav Znojil,7,2002,2002,2.3333333333333335,1,2
4486,D. T. Son,1,2002,2002,1,0,0
4487,Arkady Vaintrob,1,1999,1999,1,0,0
4488,D.Dudal,1,2003,2003,1,0,0
